age,monthly_income,debt_to_income_ratio,credit_utilization,number_of_existing_loans,years_in_job,credit_history_length,repayment_history_score,loan_amount,loan_tenure,account_balance,income_stability_score,pd_score,default
21,162537,0.29,0.59,3,6,10,0.93,565550,24,168970,0.35,0.423,0
38,138503,0.21,0.82,2,13,2,0.93,351125,60,418808,0.34,0.485,0
22,157378,0.07,0.62,0,5,7,0.65,127763,48,453334,0.35,0.434,0
24,170802,0.33,0.23,0,1,1,0.9,673833,48,267941,0.61,0.261,0
52,22330,1.24,0.57,0,3,6,0.98,332341,48,93474,0.83,0.548,0
39,126634,0.73,0.54,0,11,3,0.65,1109857,12,494664,0.82,0.478,0
40,142042,0.31,0.76,0,11,10,0.89,531355,60,127817,0.94,0.378,0
27,69704,1.24,0.71,1,13,7,0.78,1035701,12,104258,0.7,0.663,1
29,190011,0.35,0.27,0,14,6,0.94,801097,36,207410,0.54,0.286,0
27,53342,0.67,0.12,0,1,12,0.7,430616,60,428790,0.63,0.344,0
47,173410,0.35,0.79,0,0,2,0.55,729843,48,309862,0.38,0.578,0
41,103372,0.06,0.14,0,0,2,0.77,79515,12,29263,0.57,0.196,0
55,138039,0.42,0.82,3,2,8,0.61,698325,24,31754,0.76,0.518,0
44,98540,0.88,0.46,2,6,12,0.49,1035226,24,408246,0.59,0.565,0
52,159711,0.17,0.77,1,4,3,0.42,317282,60,333389,0.44,0.54,0
32,56174,0.39,0.66,1,9,2,0.57,263666,48,111587,0.53,0.508,0
43,154438,0.45,0.52,0,8,4,0.63,836437,24,104832,0.51,0.466,0
56,162457,0.17,0.64,1,7,2,0.8,330149,48,413721,0.37,0.432,0
49,48476,0.65,0.81,2,0,13,0.97,375532,60,229218,0.97,0.458,0
23,146975,0.05,0.85,0,0,12,0.87,87590,60,298403,0.78,0.38,0
28,132116,0.2,0.35,0,8,4,0.96,319522,48,346904,0.49,0.282,0
54,160994,0.42,0.28,0,0,10,0.88,811776,24,304728,0.58,0.311,0
34,95611,0.11,0.76,2,13,1,0.99,124540,24,286401,0.84,0.328,0
56,117231,0.33,0.74,1,14,14,0.9,467492,12,236049,0.9,0.382,0
52,62792,0.69,0.88,1,9,5,0.99,516456,60,483126,0.9,0.502,0
27,43086,1.6,0.85,0,7,10,0.78,827988,12,246010,0.81,0.78,1
30,126617,0.39,0.64,2,5,10,0.96,596343,12,351797,0.53,0.424,0
32,49334,1.59,0.71,3,1,8,0.79,941859,24,116994,0.94,0.7,1
43,117567,0.05,0.13,2,2,5,0.59,70658,36,35955,0.38,0.264,0
31,131689,0.46,0.55,0,3,6,0.71,733499,36,86272,0.88,0.39,0
33,151063,0.18,0.17,2,8,14,0.72,329382,12,156769,0.55,0.25,0
32,130264,0.74,0.89,3,5,7,0.56,1156406,48,99686,0.68,0.648,1
27,150725,0.55,0.79,2,3,6,0.78,992795,60,43932,0.88,0.482,0
30,103020,0.12,0.62,0,5,2,0.58,144371,48,216921,0.89,0.353,0
27,39214,0.16,0.27,2,10,13,0.66,75473,36,322268,0.36,0.33,0
47,185388,0.19,0.17,1,2,2,0.59,422316,60,412201,0.37,0.315,0
27,42657,1.51,0.15,3,13,6,0.87,771485,60,12236,0.64,0.528,0
44,195164,0.38,0.41,0,2,12,0.76,897250,48,480967,0.51,0.384,0
43,26568,0.16,0.26,0,1,11,0.46,51478,12,492834,0.95,0.249,0
45,149631,0.04,0.61,0,13,6,0.62,77492,60,307815,0.53,0.394,0
56,126973,0.27,0.57,2,12,11,0.84,409908,48,179936,0.43,0.413,0
53,100469,0.41,0.83,2,8,6,0.64,499239,60,403206,0.7,0.525,0
57,57812,1.58,0.32,3,1,6,0.67,1092991,60,321080,0.52,0.669,1
59,194701,0.43,0.55,2,5,6,0.87,998025,12,64170,0.45,0.436,0
27,65712,0.29,0.75,1,4,13,0.67,227283,60,242823,0.83,0.435,0
50,53511,1.56,0.16,1,8,6,0.71,999119,12,290257,0.4,0.624,1
51,109574,0.73,0.72,3,5,2,0.98,965274,24,347235,0.5,0.538,0
57,20829,1.85,0.78,1,8,14,0.82,462939,24,447433,0.97,0.778,1
41,65875,0.67,0.49,1,3,9,0.51,530422,60,115633,0.97,0.443,0
54,183874,0.22,0.54,0,5,3,0.66,476459,48,476970,0.37,0.438,0
41,52217,0.63,0.62,1,14,3,0.41,396625,48,7424,0.35,0.622,1
40,142974,0.46,0.45,1,2,3,0.7,796928,36,389781,0.85,0.363,0
54,187610,0.35,0.2,1,10,1,0.65,781558,36,292983,0.98,0.231,0
28,42192,0.97,0.81,2,2,3,0.68,490892,36,216112,0.48,0.694,1
52,117982,0.25,0.32,2,11,14,0.61,353836,48,470379,0.6,0.332,0
50,130602,0.49,0.28,3,8,11,0.83,771059,60,491497,0.79,0.297,0
49,31002,1.12,0.82,1,7,11,0.89,414935,48,16515,0.82,0.625,1
25,75887,0.61,0.42,1,7,1,0.42,552194,60,467446,0.59,0.498,0
50,158629,0.58,0.35,0,2,12,0.62,1108304,12,22212,0.31,0.482,0
32,20865,3.53,0.35,1,11,7,0.78,884562,48,8008,0.94,1.0,1
59,159644,0.17,0.46,0,2,8,0.96,320641,48,371407,0.99,0.214,0
47,23880,2.07,0.27,0,11,13,0.75,592384,36,32446,0.89,0.684,1
33,154815,0.15,0.39,0,6,11,0.81,278741,48,193379,0.74,0.264,0
30,50538,0.66,0.23,1,13,4,0.77,403202,24,330989,0.31,0.429,0
56,123671,0.25,0.8,1,14,11,0.59,375443,36,495635,0.7,0.484,0
51,172567,0.04,0.43,0,6,3,0.57,90021,12,319994,0.81,0.285,0
36,113060,0.12,0.52,2,5,9,0.89,160436,12,92989,0.45,0.344,0
59,42939,0.43,0.68,0,10,12,0.95,222215,12,129058,0.44,0.468,0
56,41105,0.84,0.6,2,8,2,0.66,413705,48,398625,0.91,0.506,0
46,61210,0.11,0.33,0,10,8,0.54,80292,24,184598,0.66,0.303,0
40,182124,0.03,0.88,3,6,3,0.77,75426,36,290465,0.41,0.48,0
54,22970,3.22,0.36,2,9,10,0.91,886545,36,479682,0.78,0.993,1
57,125309,0.05,0.22,1,2,13,0.43,74797,36,489201,0.96,0.212,0
28,122959,0.4,0.38,0,2,5,0.52,592854,24,439005,0.62,0.405,0
24,21490,0.78,0.49,0,7,3,0.81,202135,36,377415,0.88,0.428,0
49,26605,1.33,0.65,2,3,2,0.51,425737,48,236854,0.47,0.764,1
51,44633,1.8,0.74,0,1,8,0.93,964873,12,320233,0.6,0.803,1
22,158550,0.14,0.42,2,8,14,0.73,266754,24,422562,0.51,0.334,0
45,104268,0.12,0.47,2,14,6,0.66,152627,60,394408,0.32,0.398,0
58,187067,0.27,0.56,3,11,11,0.49,615455,24,201440,0.64,0.438,0
23,199096,0.27,0.52,0,14,14,0.47,650835,24,100432,0.31,0.493,0
25,108345,0.82,0.59,0,8,4,0.61,1063145,24,269683,0.98,0.494,0
42,88346,0.93,0.71,3,3,10,0.4,991152,60,152463,0.75,0.651,1
36,68445,0.52,0.13,3,0,6,0.76,429125,48,39777,0.44,0.335,0
29,109283,0.4,0.73,1,7,5,0.63,525750,24,142172,0.5,0.53,0
29,118498,0.51,0.75,1,6,8,0.43,718261,24,287192,0.41,0.622,1
32,167348,0.49,0.37,1,5,1,0.59,988506,48,149565,0.8,0.374,0
24,63984,0.39,0.81,2,9,1,0.87,301990,36,290409,0.53,0.501,0
38,173317,0.2,0.46,1,3,10,0.9,411310,48,387245,0.47,0.337,0
38,139339,0.59,0.8,2,1,3,0.46,986470,24,167735,0.59,0.618,1
53,23403,1.12,0.57,3,11,6,0.49,314302,36,81681,0.79,0.624,1
23,152824,0.49,0.89,1,4,12,0.69,894621,12,23740,0.69,0.558,0
58,64308,0.92,0.61,2,3,9,0.76,708607,12,137565,0.65,0.562,0
37,179779,0.21,0.84,2,13,9,0.81,449870,48,236607,0.46,0.492,0
32,170085,0.17,0.47,1,7,14,0.94,355984,12,132647,0.41,0.337,0
31,159731,0.14,0.75,1,6,13,0.41,269508,48,424498,0.69,0.478,0
37,73940,0.33,0.89,2,0,6,0.48,289127,48,98976,0.94,0.51,0
55,139550,0.53,0.75,1,11,7,0.72,893476,36,172581,0.39,0.573,0
26,162962,0.23,0.16,2,9,2,0.97,441821,36,38728,0.57,0.206,0
55,73240,1.0,0.17,3,11,8,0.43,882765,36,209482,0.64,0.496,0
26,25725,0.63,0.38,1,9,11,0.68,195927,24,225399,0.87,0.38,0
52,39155,2.4,0.49,0,4,11,0.5,1129483,48,347448,0.37,0.997,1
31,122655,0.67,0.11,0,10,7,0.57,989827,48,97788,0.65,0.362,0
59,28148,0.3,0.23,0,11,8,0.55,100026,24,374975,0.89,0.267,0
33,29007,2.59,0.61,0,7,9,0.78,902035,36,303660,0.68,0.969,1
33,191637,0.17,0.49,1,0,6,0.72,396869,24,313182,0.53,0.364,0
59,119840,0.09,0.12,3,6,9,0.49,130378,48,327163,0.67,0.232,0
54,167457,0.58,0.47,0,6,13,0.61,1175386,24,298472,0.64,0.46,0
23,105577,0.87,0.62,2,1,11,0.6,1103434,36,133213,0.73,0.568,0
52,31001,2.8,0.77,3,7,8,0.71,1039892,48,298156,0.49,1.0,1
24,55933,1.56,0.17,3,7,3,0.99,1045530,12,191566,0.9,0.472,0
21,79442,0.12,0.43,1,11,5,0.44,115309,36,150594,0.75,0.342,0
29,154315,0.11,0.59,1,12,10,0.73,206600,48,11593,0.75,0.338,0
27,109239,0.11,0.47,3,10,8,0.62,138277,36,149349,0.53,0.362,0
47,114367,0.35,0.11,2,5,8,0.51,478571,60,111287,0.58,0.308,0
23,79575,0.89,0.78,3,2,3,0.69,846765,24,66325,0.45,0.668,1
42,144095,0.55,0.4,2,0,13,0.99,944535,60,85106,0.49,0.381,0
36,163525,0.61,0.81,0,2,12,0.57,1199516,12,150317,0.82,0.558,0
28,43670,0.39,0.21,0,2,3,0.99,205730,24,433792,0.8,0.213,0
25,41325,1.8,0.42,3,10,10,0.43,892608,48,442183,0.7,0.771,1
50,158934,0.17,0.12,3,14,11,0.74,321513,24,14041,0.9,0.156,0
48,33720,2.51,0.66,2,6,12,0.48,1014463,36,359032,0.72,1.0,1
47,195293,0.21,0.21,3,11,3,0.77,493966,48,393063,0.5,0.272,0
42,194214,0.33,0.35,3,4,2,0.87,770426,48,340685,0.46,0.339,0
50,187760,0.08,0.76,1,6,2,0.86,189220,60,301837,0.53,0.408,0
57,25274,2.24,0.68,3,8,1,0.46,679010,24,498982,0.94,0.918,1
27,136453,0.1,0.44,3,3,1,0.41,165448,48,7277,0.84,0.329,0
50,60165,1.06,0.76,0,8,4,0.85,767972,12,264796,0.87,0.587,0
33,95798,0.28,0.31,3,9,12,0.52,320953,48,488637,0.31,0.412,0
42,88767,0.96,0.2,3,5,12,0.74,1023666,12,308477,0.88,0.386,0
31,131818,0.42,0.67,0,13,7,0.61,657478,60,237338,0.44,0.53,0
25,70286,0.56,0.57,3,6,14,0.75,470001,24,284844,0.43,0.504,0
42,48029,1.98,0.33,0,2,10,0.64,1141045,60,265741,0.59,0.765,1
35,54566,1.69,0.81,0,13,11,0.93,1104509,12,87987,0.65,0.79,1
59,126761,0.35,0.56,3,11,12,0.68,530250,48,117724,0.85,0.378,0
57,192504,0.26,0.86,1,12,12,0.84,605420,12,100695,0.83,0.432,0
51,98465,0.21,0.85,2,13,13,0.52,246947,12,150890,0.86,0.474,0
49,77072,0.93,0.63,1,1,8,0.98,855790,36,146172,0.68,0.521,0
59,144829,0.37,0.58,3,5,8,0.7,650744,60,410775,0.64,0.428,0
37,189116,0.09,0.76,0,0,7,0.53,198547,36,39580,0.77,0.428,0
26,109325,0.71,0.14,0,2,4,0.56,933422,48,415291,0.51,0.412,0
37,167426,0.29,0.66,0,6,2,0.56,576245,24,486434,0.98,0.395,0
54,177712,0.24,0.22,3,1,10,0.95,513331,12,288554,0.36,0.275,0
43,85719,0.09,0.41,2,11,7,0.59,88168,60,132644,0.79,0.29,0
50,182286,0.43,0.83,2,10,8,0.43,940039,24,204331,0.34,0.644,1
33,186485,0.16,0.26,0,0,10,0.8,363811,36,185655,0.98,0.175,0
50,64952,0.38,0.22,0,3,2,0.45,292862,36,130660,0.47,0.388,0
40,68595,0.23,0.27,0,11,10,0.49,185450,48,468420,0.35,0.384,0
26,61112,1.37,0.74,2,8,8,0.87,1002914,48,16905,1.0,0.628,1
51,54062,1.81,0.52,2,0,13,0.87,1173833,36,147075,0.61,0.739,1
39,87172,1.01,0.67,0,6,7,0.59,1054408,24,231312,0.79,0.611,1
26,94935,0.89,0.5,2,11,9,0.95,1010313,24,205110,0.75,0.457,0
54,59505,0.84,0.76,3,6,3,0.79,602936,60,274759,0.79,0.56,0
48,124063,0.24,0.82,1,3,13,0.95,355301,12,457124,0.63,0.431,0
33,138048,0.27,0.26,2,2,7,0.96,439444,48,472370,0.39,0.288,0
30,87714,0.84,0.53,2,3,13,1.0,885344,48,355123,0.84,0.428,0
27,95056,0.39,0.27,3,7,9,0.5,439419,12,237420,0.45,0.402,0
38,94421,0.78,0.21,1,8,4,0.63,880236,60,178951,0.51,0.441,0
42,149172,0.17,0.85,3,2,5,0.73,299308,24,80544,0.89,0.416,0
34,95885,0.22,0.7,3,1,7,0.69,252085,24,259269,0.36,0.49,0
56,153507,0.6,0.9,3,8,2,0.98,1099730,24,61458,0.65,0.539,0
28,41730,2.25,0.6,2,11,9,0.85,1125310,48,198274,0.86,0.83,1
32,186016,0.04,0.42,0,10,2,0.57,91304,24,66597,0.62,0.319,0
53,198947,0.2,0.81,2,8,5,0.51,470772,48,251107,0.93,0.446,0
44,71638,1.34,0.26,1,3,8,0.91,1148935,12,24255,0.39,0.566,0
59,58423,0.16,0.42,3,13,1,0.75,108910,36,470448,0.37,0.363,0
34,97333,0.75,0.3,3,6,2,0.67,871756,48,83364,0.81,0.396,0
25,162486,0.09,0.32,2,0,9,0.6,173899,12,429016,0.6,0.294,0
39,173812,0.04,0.44,2,3,7,0.97,84648,60,336566,0.48,0.274,0
23,104487,0.43,0.43,0,12,6,0.75,536832,60,318046,0.34,0.44,0
21,172034,0.18,0.3,2,5,6,0.9,377831,24,426608,0.72,0.226,0
57,153690,0.54,0.38,1,11,3,0.57,1002119,12,451961,0.96,0.362,0
53,195193,0.13,0.73,1,10,13,0.55,296251,60,292353,0.91,0.396,0
37,44326,0.34,0.53,1,2,4,0.98,179223,36,267874,0.32,0.41,0
29,117560,0.79,0.7,1,1,6,0.78,1120922,12,120195,0.52,0.582,0
51,116357,0.23,0.39,2,0,1,0.54,326571,12,17034,0.99,0.288,0
55,175308,0.28,0.76,3,6,10,0.95,587067,48,335552,0.59,0.428,0
23,100089,0.98,0.57,1,4,12,0.7,1178513,12,495681,0.32,0.641,1
33,62239,1.07,0.32,3,10,7,0.49,798680,60,220502,0.47,0.588,0
57,108729,0.06,0.61,3,14,14,0.75,83812,36,164719,0.75,0.328,0
58,93921,0.6,0.28,0,9,4,0.96,681140,12,417809,0.46,0.364,0
34,53147,0.25,0.34,3,12,5,0.41,160978,48,329800,0.6,0.38,0
26,81674,1.09,0.31,2,12,7,0.83,1064882,36,7340,0.82,0.451,0
49,42580,0.19,0.57,1,8,10,0.64,98098,36,157990,0.49,0.421,0
29,116968,0.35,0.78,3,2,11,0.54,488249,36,84476,0.97,0.458,0
56,20678,4.71,0.11,1,11,13,0.52,1168028,60,360518,0.53,1.0,1
43,69771,1.09,0.71,0,7,11,0.94,914558,12,440972,0.47,0.639,1
35,129450,0.5,0.61,0,11,4,0.47,778171,36,339287,0.58,0.529,0
27,165358,0.32,0.31,3,5,7,0.78,630462,48,218211,0.91,0.25,0
45,137387,0.28,0.19,2,11,10,0.86,462216,60,309552,0.79,0.206,0
57,95391,0.36,0.46,2,6,4,0.42,406642,36,183975,0.74,0.419,0
43,89090,0.84,0.64,1,13,4,0.67,896253,24,454533,0.88,0.524,0
31,112215,0.42,0.63,0,8,3,0.86,559370,60,491343,0.7,0.414,0
28,95630,0.67,0.76,2,9,6,0.82,767697,60,248770,0.4,0.59,0
56,179631,0.19,0.51,1,9,6,0.51,419480,48,495521,0.7,0.384,0
59,114384,0.25,0.24,2,1,10,0.73,338390,24,125828,0.92,0.216,0
21,64319,0.94,0.35,2,1,10,0.57,726689,60,381798,0.99,0.446,0
33,178124,0.24,0.6,2,0,8,0.88,515442,60,484817,0.32,0.43,0
36,167668,0.38,0.17,2,10,13,0.7,772315,12,44252,0.38,0.338,0
33,72687,0.3,0.8,0,12,11,0.5,265627,12,424555,0.85,0.485,0
57,104351,0.43,0.13,1,3,9,0.82,541073,24,360722,1.0,0.189,0
34,102091,0.78,0.27,2,0,1,0.5,955641,36,283841,0.42,0.505,0
33,91848,1.0,0.71,0,13,7,0.86,1103260,24,341884,0.78,0.57,0
32,92414,0.38,0.73,2,9,5,0.8,416672,12,359851,0.67,0.456,0
48,192372,0.38,0.46,3,2,2,0.93,868383,24,305406,0.67,0.336,0
42,115426,0.29,0.22,2,0,2,0.79,398627,48,444321,0.32,0.327,0
40,123369,0.32,0.8,0,1,11,0.75,466706,60,432153,0.75,0.46,0
39,125418,0.39,0.3,1,4,12,0.88,592698,36,364993,0.9,0.246,0
31,133905,0.47,0.38,0,2,14,0.42,753858,48,275700,0.36,0.494,0
50,173563,0.12,0.29,1,11,7,0.95,247768,12,390108,0.52,0.238,0
46,176337,0.38,0.72,1,3,6,0.57,806663,12,242885,0.51,0.531,0
35,124413,0.09,0.84,0,7,6,0.66,139814,12,184621,0.66,0.452,0
50,73406,1.03,0.49,2,7,6,0.47,905438,36,348827,0.64,0.607,1
49,108972,0.69,0.76,1,6,9,0.61,896015,48,206949,0.69,0.578,0
52,65001,0.74,0.71,3,13,8,0.86,573517,12,478638,0.7,0.522,0
50,22098,3.9,0.54,3,13,2,0.83,1035312,60,221412,0.32,1.0,1
36,171328,0.04,0.44,0,11,4,0.51,76670,24,452292,0.71,0.32,0
56,104840,0.84,0.89,1,10,11,0.43,1052036,36,454918,0.86,0.664,1
38,52787,1.65,0.23,2,4,8,0.49,1044156,36,296705,0.91,0.613,1
59,165583,0.38,0.11,0,6,10,0.95,746748,24,128066,0.87,0.17,0
48,127469,0.56,0.28,1,10,10,0.99,851438,12,76207,0.36,0.368,0
39,194971,0.42,0.72,2,6,13,0.91,988812,36,78843,0.89,0.397,0
31,183911,0.24,0.27,1,2,7,0.5,523626,60,443990,0.85,0.284,0
37,68071,0.45,0.26,2,11,14,0.51,367011,24,21316,0.85,0.332,0
41,30203,2.97,0.38,2,14,14,0.83,1075932,48,99094,0.85,0.94,1
57,56472,1.73,0.37,1,2,5,0.65,1175746,12,31255,0.32,0.768,1
54,38061,1.16,0.72,0,9,12,0.67,530885,36,240896,0.49,0.71,1
53,84638,0.46,0.68,3,0,4,0.79,470044,48,269335,0.6,0.475,0
49,134814,0.13,0.54,3,5,10,0.71,213140,24,15614,0.47,0.386,0
24,89200,0.41,0.76,1,9,2,0.81,443509,24,129675,0.61,0.484,0
52,68532,0.26,0.88,3,9,9,0.99,214960,36,359609,0.55,0.465,0
31,190492,0.45,0.86,1,11,10,0.48,1033699,60,212406,0.85,0.548,0
46,36102,1.93,0.46,3,3,5,0.64,837096,60,207449,0.39,0.837,1
38,25925,0.91,0.88,1,11,5,0.64,281784,36,37428,0.42,0.723,1
52,106024,0.36,0.32,2,0,10,0.59,451917,60,43255,0.79,0.326,0
47,66394,0.29,0.39,0,6,12,0.98,232038,12,171463,0.68,0.277,0
36,37644,1.8,0.28,3,14,2,0.64,811971,12,398136,0.7,0.68,1
30,107861,0.31,0.8,2,3,9,0.84,402533,48,200376,0.48,0.494,0
54,77488,0.54,0.33,2,5,8,0.86,499278,36,162964,0.36,0.406,0
53,84081,0.69,0.17,2,11,2,0.48,696176,36,256493,0.33,0.47,0
30,42520,1.82,0.39,1,4,13,0.84,929850,24,284372,0.39,0.746,1
46,33295,0.63,0.51,1,2,11,0.61,250259,60,349850,0.8,0.454,0
45,122393,0.8,0.47,2,6,9,0.59,1171563,60,238137,0.76,0.494,0
22,62508,1.22,0.45,3,14,13,0.92,915802,12,462797,0.49,0.58,0
46,61586,1.09,0.46,0,7,3,0.77,808247,48,182110,0.58,0.564,0
40,181066,0.42,0.87,1,2,12,0.51,914002,48,463885,0.88,0.532,0
23,146944,0.45,0.87,2,11,5,0.67,792230,24,367206,0.6,0.563,0
52,110587,0.36,0.88,1,4,4,0.54,483428,60,453995,0.75,0.54,0
21,22311,3.59,0.11,1,4,4,0.68,961177,12,154649,0.57,1.0,1
44,117002,0.58,0.81,2,10,12,0.94,815333,36,304256,0.79,0.482,0
53,159667,0.21,0.64,2,2,7,0.89,393620,60,377981,0.84,0.33,0
58,164593,0.39,0.36,1,8,6,0.98,762693,60,138350,0.47,0.334,0
55,24294,2.48,0.17,3,4,8,0.58,721826,24,295993,0.38,0.888,1
37,129884,0.18,0.43,3,0,2,0.84,283688,48,13159,0.52,0.324,0
53,140288,0.04,0.39,3,14,3,0.6,75373,24,211643,0.72,0.283,0
31,111314,0.43,0.1,0,5,6,0.98,577334,60,299999,0.57,0.232,0
43,195999,0.4,0.45,0,3,3,0.86,944551,36,305068,0.84,0.318,0
58,53908,1.19,0.82,0,7,12,0.56,767449,12,372698,0.76,0.72,1
52,39190,1.72,0.35,2,11,1,0.88,809507,48,147293,0.62,0.653,1
39,78781,1.15,0.28,2,8,8,0.75,1082981,60,134408,1.0,0.435,0
32,56332,1.59,0.37,2,5,6,0.96,1076356,36,17359,0.44,0.647,1
48,184452,0.34,0.41,0,0,13,0.96,763240,60,246663,0.5,0.336,0
22,60457,0.25,0.33,1,3,9,0.41,180932,48,468838,0.7,0.356,0
30,122109,0.66,0.46,1,6,5,0.92,963332,36,367724,0.44,0.454,0
39,101375,0.67,0.69,0,14,11,0.87,818735,48,435141,0.98,0.439,0
48,167617,0.46,0.72,0,10,3,0.68,922100,36,425071,0.6,0.511,0
28,107518,0.58,0.77,3,11,3,0.84,742908,36,31036,0.86,0.475,0
43,112635,0.56,0.22,1,2,10,0.58,752915,60,71127,0.77,0.347,0
50,119929,0.39,0.16,1,2,6,0.87,561876,12,16263,0.89,0.201,0
48,174819,0.09,0.1,1,3,3,0.81,188647,60,458595,0.94,0.108,0
33,129738,0.44,0.34,3,9,1,0.62,678070,12,348879,0.51,0.403,0
57,103859,0.23,0.19,0,4,13,0.68,288375,12,256267,0.62,0.264,0
32,25447,3.17,0.67,2,1,2,0.87,968058,36,448630,0.53,1.0,1
30,151894,0.53,0.26,2,9,7,0.64,971230,12,50574,0.98,0.3,0
37,174787,0.39,0.74,1,13,12,0.42,813924,24,275578,0.87,0.499,0
21,20468,1.73,0.45,0,11,11,0.52,425120,12,278818,0.42,0.802,1
42,194023,0.28,0.18,1,8,3,0.52,644651,60,346406,0.58,0.313,0
35,87798,0.18,0.49,0,2,7,0.89,185793,60,245847,1.0,0.238,0
36,71818,0.83,0.16,0,5,11,0.45,712025,36,105510,0.39,0.495,0
40,132509,0.28,0.52,2,10,7,0.62,449305,24,297171,0.68,0.392,0
30,158836,0.1,0.41,2,8,14,0.72,198913,48,73506,0.68,0.288,0
46,168395,0.04,0.69,2,2,8,0.49,83985,48,412954,0.37,0.479,0
43,87882,0.18,0.44,0,11,14,0.78,194606,48,331133,0.93,0.257,0
37,154217,0.59,0.41,3,0,4,0.95,1096979,36,377397,0.86,0.329,0
54,164833,0.26,0.42,3,3,9,0.55,511001,36,85995,0.79,0.344,0
42,127377,0.53,0.72,0,13,7,0.85,802758,48,412717,0.59,0.497,0
24,95253,0.71,0.54,0,9,8,0.61,810571,60,311015,0.93,0.458,0
27,36376,2.44,0.31,1,12,10,0.63,1065153,12,293009,0.99,0.794,1
25,168507,0.53,0.83,3,0,9,0.98,1064716,36,147469,0.58,0.511,0
51,40637,2.31,0.56,3,8,11,0.46,1127782,60,119167,0.53,0.976,1
39,25225,3.01,0.63,2,5,13,0.78,912489,36,295528,0.89,1.0,1
24,66721,0.99,0.16,0,3,13,0.74,790507,12,89159,0.4,0.476,0
42,127321,0.16,0.45,0,4,9,0.9,237923,48,116355,0.87,0.244,0
23,131826,0.57,0.34,2,1,7,0.91,903686,12,445658,0.91,0.298,0
43,147993,0.08,0.85,2,13,5,0.7,135636,12,95049,0.65,0.448,0
24,103289,0.29,0.82,3,4,7,0.49,357042,36,292728,0.48,0.566,0
44,156365,0.56,0.39,2,14,7,0.94,1058945,60,29654,0.67,0.354,0
34,112376,0.16,0.72,2,13,7,0.69,216784,12,97227,0.34,0.486,0
23,82290,0.13,0.41,0,13,14,0.71,123467,60,299548,0.7,0.294,0
41,92216,0.49,0.4,2,13,7,0.96,540810,24,406966,0.63,0.344,0
46,65544,0.64,0.23,3,11,10,0.77,501855,12,70131,0.46,0.394,0
21,157875,0.34,0.33,1,14,2,0.97,652817,48,149413,0.7,0.266,0
50,35353,1.53,0.61,1,5,13,0.73,649752,48,233853,0.79,0.692,1
24,100645,0.4,0.21,0,1,2,0.99,487914,24,358598,0.81,0.213,0
34,64817,1.15,0.65,1,10,10,0.47,896774,24,24711,0.72,0.677,1
38,108752,0.52,0.32,0,5,6,0.89,684933,24,349791,0.55,0.354,0
32,106993,0.38,0.89,1,9,6,0.77,493422,24,497552,0.74,0.504,0
58,32179,2.96,0.37,2,10,11,0.7,1141369,36,129686,0.47,1.0,1
56,90502,0.9,0.36,1,11,6,0.9,973787,12,431016,0.86,0.399,0
36,86953,0.15,0.19,0,11,8,0.99,151990,60,327704,0.37,0.232,0
21,44864,1.81,0.45,3,13,13,0.81,971979,60,352023,0.63,0.722,1
23,171154,0.1,0.88,1,13,14,0.52,195692,24,234217,0.55,0.519,0
59,123350,0.39,0.15,3,7,12,0.59,571625,48,69444,0.66,0.3,0
55,56754,0.13,0.19,2,1,11,0.77,88903,12,412561,0.45,0.255,0
35,133857,0.58,0.45,2,4,11,0.84,930542,36,313403,0.73,0.388,0
58,35406,0.55,0.77,0,8,5,0.43,234543,48,296601,0.76,0.569,0
36,39120,2.44,0.43,2,3,4,0.78,1145382,60,106156,0.69,0.866,1
37,189922,0.19,0.4,3,12,3,0.71,440968,60,351153,0.75,0.296,0
54,175677,0.53,0.47,3,5,6,0.93,1127143,12,359057,0.87,0.337,0
30,33798,2.29,0.64,2,5,10,0.67,929444,12,404754,0.67,0.928,1
31,112917,0.36,0.17,0,5,4,0.54,487268,36,283678,0.59,0.324,0
48,72173,0.31,0.27,1,14,1,0.53,271581,24,144785,0.41,0.384,0
47,173886,0.34,0.87,3,1,5,0.96,714418,36,132591,0.68,0.462,0
58,89908,0.2,0.68,3,12,1,0.77,217256,60,205651,0.31,0.472,0
38,181040,0.52,0.44,0,14,7,0.4,1128552,60,493380,0.55,0.494,0
50,27165,3.33,0.55,0,13,12,0.57,1085357,36,88301,0.55,1.0,1
33,162260,0.55,0.63,2,4,4,0.47,1064924,48,384909,0.89,0.486,0
36,122834,0.42,0.64,1,4,13,0.73,625095,24,430818,0.8,0.423,0
22,36791,0.55,0.51,3,2,10,0.42,243127,24,266363,0.64,0.504,0
40,38660,1.75,0.35,2,2,14,0.97,810668,12,37372,0.3,0.706,1
32,92936,0.77,0.64,0,4,5,0.5,855737,24,116754,0.91,0.534,0
49,157825,0.28,0.25,0,3,8,0.81,530368,12,108398,0.51,0.294,0
28,120014,0.43,0.43,1,3,11,0.63,625108,24,281436,0.89,0.354,0
58,85299,0.1,0.49,3,10,14,0.56,105835,24,215812,0.63,0.358,0
40,20825,4.43,0.35,3,11,12,0.57,1108245,60,180312,0.96,1.0,1
55,31312,1.85,0.49,3,1,5,0.82,696859,24,266674,0.48,0.774,1
59,189385,0.11,0.5,1,4,3,0.58,252617,60,355462,0.41,0.404,0
51,176043,0.23,0.17,1,6,4,0.4,489258,12,211708,0.78,0.281,0
